id_detail,departamentos,key_fecha,vaccine_header,doses_aplicadas
550,META,1,dpt_5an_2do_ref,14221
551,META,1,srp_5anosref,14099
552,META,1,tdap_unica_dosis_en_cada_embarazo,11810
553,NARIÑO,1,bcg_dosis_unica,19170
554,NARIÑO,1,hb_d_unica,18709
555,NARIÑO,1,antipolio_1ras_dosis,19403
556,NARIÑO,1,vop_3_dosis,19156
557,NARIÑO,1,penta_1ras_dosis,19397
558,NARIÑO,1,penta_2das_dosis,19258
559,NARIÑO,1,penta_3ras_dosis,19167
560,NARIÑO,1,rotavirus_1ra_dosis,18914
561,NARIÑO,1,rotavirus_2da_dosis,18928
562,NARIÑO,1,flu_1ra_dosis,11664
563,NARIÑO,1,flu_2da_dosis,9500
564,NARIÑO,1,neumo_1ra_dosis,19264
565,NARIÑO,1,neumo_2da_dosis,19064
566,NARIÑO,1,srp_u_dosis,20010
567,NARIÑO,1,varicela_u_dosis,19900
568,NARIÑO,1,fa_u_dosis,16617
569,NARIÑO,1,neumo_m12_ref,19562
570,NARIÑO,1,vop_1er_ref,18613
571,NARIÑO,1,dpt_1er_ref,18604
572,NARIÑO,1,vop_2do_ref,20453
573,NARIÑO,1,dpt_5an_2do_ref,20439
574,NARIÑO,1,srp_5anosref,20499
575,NARIÑO,1,tdap_unica_dosis_en_cada_embarazo,15889
576,NORTE DE SANTANDER,1,bcg_dosis_unica,21100
577,NORTE DE SANTANDER,1,hb_d_unica,20706
578,NORTE DE SANTANDER,1,antipolio_1ras_dosis,21869
579,NORTE DE SANTANDER,1,vop_3_dosis,22384
580,NORTE DE SANTANDER,1,penta_1ras_dosis,21846
581,NORTE DE SANTANDER,1,penta_2das_dosis,21831
582,NORTE DE SANTANDER,1,penta_3ras_dosis,22457
583,NORTE DE SANTANDER,1,rotavirus_1ra_dosis,21193
584,NORTE DE SANTANDER,1,rotavirus_2da_dosis,21332
585,NORTE DE SANTANDER,1,flu_1ra_dosis,19312
586,NORTE DE SANTANDER,1,flu_2da_dosis,12809
587,NORTE DE SANTANDER,1,neumo_1ra_dosis,22179
588,NORTE DE SANTANDER,1,neumo_2da_dosis,21010
589,NORTE DE SANTANDER,1,srp_u_dosis,22742
590,NORTE DE SANTANDER,1,varicela_u_dosis,22800
591,NORTE DE SANTANDER,1,fa_u_dosis,16845
592,NORTE DE SANTANDER,1,neumo_m12_ref,21771
593,NORTE DE SANTANDER,1,vop_1er_ref,19466
594,NORTE DE SANTANDER,1,dpt_1er_ref,19577
595,NORTE DE SANTANDER,1,vop_2do_ref,21212
596,NORTE DE SANTANDER,1,dpt_5an_2do_ref,21408
597,NORTE DE SANTANDER,1,srp_5anosref,21362
598,NORTE DE SANTANDER,1,tdap_unica_dosis_en_cada_embarazo,17543
599,PUTUMAYO,1,bcg_dosis_unica,4139
600,PUTUMAYO,1,hb_d_unica,4009
601,PUTUMAYO,1,antipolio_1ras_dosis,4614
602,PUTUMAYO,1,vop_3_dosis,4692
603,PUTUMAYO,1,penta_1ras_dosis,4615
604,PUTUMAYO,1,penta_2das_dosis,4657
605,PUTUMAYO,1,penta_3ras_dosis,4691
606,PUTUMAYO,1,rotavirus_1ra_dosis,4459
607,PUTUMAYO,1,rotavirus_2da_dosis,4553
608,PUTUMAYO,1,flu_1ra_dosis,3344
609,PUTUMAYO,1,flu_2da_dosis,2735
610,PUTUMAYO,1,neumo_1ra_dosis,4612
611,PUTUMAYO,1,neumo_2da_dosis,4663
612,PUTUMAYO,1,srp_u_dosis,4918
613,PUTUMAYO,1,varicela_u_dosis,4834
614,PUTUMAYO,1,fa_u_dosis,4248
615,PUTUMAYO,1,neumo_m12_ref,4831
616,PUTUMAYO,1,vop_1er_ref,4573
617,PUTUMAYO,1,dpt_1er_ref,4577
618,PUTUMAYO,1,vop_2do_ref,4933
619,PUTUMAYO,1,dpt_5an_2do_ref,4931
620,PUTUMAYO,1,srp_5anosref,4945
621,PUTUMAYO,1,tdap_unica_dosis_en_cada_embarazo,3611
622,QUINDIO,1,bcg_dosis_unica,6086
623,QUINDIO,1,hb_d_unica,6051
624,QUINDIO,1,antipolio_1ras_dosis,5777
625,QUINDIO,1,vop_3_dosis,5720
626,QUINDIO,1,penta_1ras_dosis,5779
627,QUINDIO,1,penta_2das_dosis,5785
628,QUINDIO,1,penta_3ras_dosis,5715
629,QUINDIO,1,rotavirus_1ra_dosis,5767
630,QUINDIO,1,rotavirus_2da_dosis,5766
631,QUINDIO,1,flu_1ra_dosis,5051
632,QUINDIO,1,flu_2da_dosis,3760
633,QUINDIO,1,neumo_1ra_dosis,5837
634,QUINDIO,1,neumo_2da_dosis,5823
635,QUINDIO,1,srp_u_dosis,5942
636,QUINDIO,1,varicela_u_dosis,5906
637,QUINDIO,1,fa_u_dosis,5313
638,QUINDIO,1,neumo_m12_ref,5954
639,QUINDIO,1,vop_1er_ref,5853
640,QUINDIO,1,dpt_1er_ref,5864
641,QUINDIO,1,vop_2do_ref,5988
642,QUINDIO,1,dpt_5an_2do_ref,5973
643,QUINDIO,1,srp_5anosref,5884
644,QUINDIO,1,tdap_unica_dosis_en_cada_embarazo,5100
645,RISARALDA,1,bcg_dosis_unica,11320
646,RISARALDA,1,hb_d_unica,11208
647,RISARALDA,1,antipolio_1ras_dosis,10724
648,RISARALDA,1,vop_3_dosis,10715
649,RISARALDA,1,penta_1ras_dosis,10797
650,RISARALDA,1,penta_2das_dosis,10667
651,RISARALDA,1,penta_3ras_dosis,10717
652,RISARALDA,1,rotavirus_1ra_dosis,10649
653,RISARALDA,1,rotavirus_2da_dosis,10583
654,RISARALDA,1,flu_1ra_dosis,8354
655,RISARALDA,1,flu_2da_dosis,6714
656,RISARALDA,1,neumo_1ra_dosis,10707
657,RISARALDA,1,neumo_2da_dosis,10418
658,RISARALDA,1,srp_u_dosis,10903
659,RISARALDA,1,varicela_u_dosis,10774
660,RISARALDA,1,fa_u_dosis,7988
661,RISARALDA,1,neumo_m12_ref,10631
662,RISARALDA,1,vop_1er_ref,10636
663,RISARALDA,1,dpt_1er_ref,10628
664,RISARALDA,1,vop_2do_ref,11281
665,RISARALDA,1,dpt_5an_2do_ref,11242
666,RISARALDA,1,srp_5anosref,11065
667,RISARALDA,1,tdap_unica_dosis_en_cada_embarazo,9481
668,SAN ANDRES ISLA,1,bcg_dosis_unica,835
669,SAN ANDRES ISLA,1,hb_d_unica,831
670,SAN ANDRES ISLA,1,antipolio_1ras_dosis,863
671,SAN ANDRES ISLA,1,vop_3_dosis,801
672,SAN ANDRES ISLA,1,penta_1ras_dosis,864
673,SAN ANDRES ISLA,1,penta_2das_dosis,858
674,SAN ANDRES ISLA,1,penta_3ras_dosis,800
675,SAN ANDRES ISLA,1,rotavirus_1ra_dosis,852
676,SAN ANDRES ISLA,1,rotavirus_2da_dosis,847
677,SAN ANDRES ISLA,1,flu_1ra_dosis,496
678,SAN ANDRES ISLA,1,flu_2da_dosis,341
679,SAN ANDRES ISLA,1,neumo_1ra_dosis,863
680,SAN ANDRES ISLA,1,neumo_2da_dosis,853
681,SAN ANDRES ISLA,1,srp_u_dosis,834
682,SAN ANDRES ISLA,1,varicela_u_dosis,820
683,SAN ANDRES ISLA,1,fa_u_dosis,734
684,SAN ANDRES ISLA,1,neumo_m12_ref,826
685,SAN ANDRES ISLA,1,vop_1er_ref,862
686,SAN ANDRES ISLA,1,dpt_1er_ref,857
687,SAN ANDRES ISLA,1,vop_2do_ref,776
688,SAN ANDRES ISLA,1,dpt_5an_2do_ref,773
689,SAN ANDRES ISLA,1,srp_5anosref,771
690,SAN ANDRES ISLA,1,tdap_unica_dosis_en_cada_embarazo,727
691,SANTANDER,1,bcg_dosis_unica,27003
692,SANTANDER,1,hb_d_unica,26268
693,SANTANDER,1,antipolio_1ras_dosis,30172
694,SANTANDER,1,vop_3_dosis,30209
695,SANTANDER,1,penta_1ras_dosis,30709
696,SANTANDER,1,penta_2das_dosis,30129
697,SANTANDER,1,penta_3ras_dosis,30051
698,SANTANDER,1,rotavirus_1ra_dosis,30076
699,SANTANDER,1,rotavirus_2da_dosis,30235
700,SANTANDER,1,flu_1ra_dosis,26603
701,SANTANDER,1,flu_2da_dosis,20577
702,SANTANDER,1,neumo_1ra_dosis,30234
703,SANTANDER,1,neumo_2da_dosis,30340
704,SANTANDER,1,srp_u_dosis,30904
705,SANTANDER,1,varicela_u_dosis,30238
706,SANTANDER,1,fa_u_dosis,24137
707,SANTANDER,1,neumo_m12_ref,29581
708,SANTANDER,1,vop_1er_ref,28169
709,SANTANDER,1,dpt_1er_ref,28381
710,SANTANDER,1,vop_2do_ref,28097
711,SANTANDER,1,dpt_5an_2do_ref,28395
712,SANTANDER,1,srp_5anosref,27129
713,SANTANDER,1,tdap_unica_dosis_en_cada_embarazo,25293
714,SUCRE,1,bcg_dosis_unica,13778
715,SUCRE,1,hb_d_unica,13647
716,SUCRE,1,antipolio_1ras_dosis,14398
717,SUCRE,1,vop_3_dosis,14144
718,SUCRE,1,penta_1ras_dosis,14414
719,SUCRE,1,penta_2das_dosis,14276
720,SUCRE,1,penta_3ras_dosis,14156
721,SUCRE,1,rotavirus_1ra_dosis,14107
722,SUCRE,1,rotavirus_2da_dosis,14009
723,SUCRE,1,flu_1ra_dosis,9361
724,SUCRE,1,flu_2da_dosis,8074
725,SUCRE,1,neumo_1ra_dosis,14353
726,SUCRE,1,neumo_2da_dosis,14221
727,SUCRE,1,srp_u_dosis,14498
728,SUCRE,1,varicela_u_dosis,14224
729,SUCRE,1,fa_u_dosis,12438
730,SUCRE,1,neumo_m12_ref,14357
731,SUCRE,1,vop_1er_ref,14546
732,SUCRE,1,dpt_1er_ref,14538
733,SUCRE,1,vop_2do_ref,15546
734,SUCRE,1,dpt_5an_2do_ref,15552
735,SUCRE,1,srp_5anosref,15525
736,SUCRE,1,tdap_unica_dosis_en_cada_embarazo,12348
737,TOLIMA,1,bcg_dosis_unica,16056
738,TOLIMA,1,hb_d_unica,15716
739,TOLIMA,1,antipolio_1ras_dosis,17276
740,TOLIMA,1,vop_3_dosis,17086
741,TOLIMA,1,penta_1ras_dosis,17299
742,TOLIMA,1,penta_2das_dosis,17194
743,TOLIMA,1,penta_3ras_dosis,17074
744,TOLIMA,1,rotavirus_1ra_dosis,17118
745,TOLIMA,1,rotavirus_2da_dosis,16999
746,TOLIMA,1,flu_1ra_dosis,15150
747,TOLIMA,1,flu_2da_dosis,9971
748,TOLIMA,1,neumo_1ra_dosis,17058
749,TOLIMA,1,neumo_2da_dosis,16940
750,TOLIMA,1,srp_u_dosis,17199
751,TOLIMA,1,varicela_u_dosis,16981
752,TOLIMA,1,fa_u_dosis,12960
753,TOLIMA,1,neumo_m12_ref,16742
754,TOLIMA,1,vop_1er_ref,16342
755,TOLIMA,1,dpt_1er_ref,16198
756,TOLIMA,1,vop_2do_ref,17351
757,TOLIMA,1,dpt_5an_2do_ref,17013
758,TOLIMA,1,srp_5anosref,17067
759,TOLIMA,1,tdap_unica_dosis_en_cada_embarazo,13311
760,VALLE DEL CAUCA,1,bcg_dosis_unica,50417
761,VALLE DEL CAUCA,1,hb_d_unica,49517
762,VALLE DEL CAUCA,1,antipolio_1ras_dosis,56223
763,VALLE DEL CAUCA,1,vop_3_dosis,55938
764,VALLE DEL CAUCA,1,penta_1ras_dosis,55708
765,VALLE DEL CAUCA,1,penta_2das_dosis,55989
766,VALLE DEL CAUCA,1,penta_3ras_dosis,55910
767,VALLE DEL CAUCA,1,rotavirus_1ra_dosis,55542
768,VALLE DEL CAUCA,1,rotavirus_2da_dosis,55645
769,VALLE DEL CAUCA,1,flu_1ra_dosis,42009
770,VALLE DEL CAUCA,1,flu_2da_dosis,26467
771,VALLE DEL CAUCA,1,neumo_1ra_dosis,55583
772,VALLE DEL CAUCA,1,neumo_2da_dosis,55879
773,VALLE DEL CAUCA,1,srp_u_dosis,55339
774,VALLE DEL CAUCA,1,varicela_u_dosis,55572
775,VALLE DEL CAUCA,1,fa_u_dosis,51520
776,VALLE DEL CAUCA,1,neumo_m12_ref,55249
777,VALLE DEL CAUCA,1,vop_1er_ref,54214
778,VALLE DEL CAUCA,1,dpt_1er_ref,54194
779,VALLE DEL CAUCA,1,vop_2do_ref,56196
780,VALLE DEL CAUCA,1,dpt_5an_2do_ref,56141
781,VALLE DEL CAUCA,1,srp_5anosref,56013
782,VALLE DEL CAUCA,1,tdap_unica_dosis_en_cada_embarazo,39126
783,BUENAVENTURA,1,bcg_dosis_unica,4707
784,BUENAVENTURA,1,hb_d_unica,4487
785,BUENAVENTURA,1,antipolio_1ras_dosis,4770
786,BUENAVENTURA,1,vop_3_dosis,4133
787,BUENAVENTURA,1,penta_1ras_dosis,4789
788,BUENAVENTURA,1,penta_2das_dosis,4520
789,BUENAVENTURA,1,penta_3ras_dosis,4135
790,BUENAVENTURA,1,rotavirus_1ra_dosis,4243
791,BUENAVENTURA,1,rotavirus_2da_dosis,4096
792,BUENAVENTURA,1,flu_1ra_dosis,3956
793,BUENAVENTURA,1,flu_2da_dosis,2664
794,BUENAVENTURA,1,neumo_1ra_dosis,4783
795,BUENAVENTURA,1,neumo_2da_dosis,4464
796,BUENAVENTURA,1,srp_u_dosis,4816
797,BUENAVENTURA,1,varicela_u_dosis,4693
798,BUENAVENTURA,1,fa_u_dosis,2928
799,BUENAVENTURA,1,neumo_m12_ref,4583
800,BUENAVENTURA,1,vop_1er_ref,3752
801,BUENAVENTURA,1,dpt_1er_ref,3789
802,BUENAVENTURA,1,vop_2do_ref,4913
803,BUENAVENTURA,1,dpt_5an_2do_ref,4900
804,BUENAVENTURA,1,srp_5anosref,4829
805,BUENAVENTURA,1,tdap_unica_dosis_en_cada_embarazo,3814
806,VAUPES,1,bcg_dosis_unica,748
807,VAUPES,1,hb_d_unica,486
808,VAUPES,1,antipolio_1ras_dosis,747
809,VAUPES,1,vop_3_dosis,586
810,VAUPES,1,penta_1ras_dosis,744
811,VAUPES,1,penta_2das_dosis,696
812,VAUPES,1,penta_3ras_dosis,594
813,VAUPES,1,rotavirus_1ra_dosis,519
814,VAUPES,1,rotavirus_2da_dosis,540
815,VAUPES,1,flu_1ra_dosis,342
816,VAUPES,1,flu_2da_dosis,184
817,VAUPES,1,neumo_1ra_dosis,777
818,VAUPES,1,neumo_2da_dosis,706
819,VAUPES,1,srp_u_dosis,814
820,VAUPES,1,varicela_u_dosis,775
821,VAUPES,1,fa_u_dosis,850
822,VAUPES,1,neumo_m12_ref,774
823,VAUPES,1,vop_1er_ref,533
824,VAUPES,1,dpt_1er_ref,533
825,VAUPES,1,vop_2do_ref,763
826,VAUPES,1,dpt_5an_2do_ref,759
827,VAUPES,1,srp_5anosref,742
828,VAUPES,1,tdap_unica_dosis_en_cada_embarazo,434
829,VICHADA,1,bcg_dosis_unica,1286
830,VICHADA,1,hb_d_unica,843
831,VICHADA,1,antipolio_1ras_dosis,1903
832,VICHADA,1,vop_3_dosis,1156
833,VICHADA,1,penta_1ras_dosis,1900
834,VICHADA,1,penta_2das_dosis,1535
835,VICHADA,1,penta_3ras_dosis,1159
836,VICHADA,1,rotavirus_1ra_dosis,1249
837,VICHADA,1,rotavirus_2da_dosis,1136
838,VICHADA,1,flu_1ra_dosis,1116
839,VICHADA,1,flu_2da_dosis,541
840,VICHADA,1,neumo_1ra_dosis,1842
841,VICHADA,1,neumo_2da_dosis,1430
842,VICHADA,1,srp_u_dosis,1910
843,VICHADA,1,varicela_u_dosis,1769
844,VICHADA,1,fa_u_dosis,1158
845,VICHADA,1,neumo_m12_ref,1480
846,VICHADA,1,vop_1er_ref,1093
847,VICHADA,1,dpt_1er_ref,1094
848,VICHADA,1,vop_2do_ref,1269
849,VICHADA,1,dpt_5an_2do_ref,1272
850,VICHADA,1,srp_5anosref,1285
851,VICHADA,1,tdap_unica_dosis_en_cada_embarazo,1093
852,AMAZONAS,2,bcg_dosis_unica,1571
853,AMAZONAS,2,hb_d_unica,1408
854,AMAZONAS,2,antipolio_1ras_dosis,1548
855,AMAZONAS,2,vop_3_dosis,1482
856,AMAZONAS,2,penta_1ras_dosis,1554
857,AMAZONAS,2,penta_2das_dosis,1573
858,AMAZONAS,2,penta_3ras_dosis,1484
859,AMAZONAS,2,rotavirus_1ra_dosis,1458
860,AMAZONAS,2,rotavirus_2da_dosis,1469
861,AMAZONAS,2,flu_1ra_dosis,1315
862,AMAZONAS,2,flu_2da_dosis,934
863,AMAZONAS,2,neumo_1ra_dosis,1569
864,AMAZONAS,2,neumo_2da_dosis,1570
865,AMAZONAS,2,srp_u_dosis,1532
866,AMAZONAS,2,varicela_u_dosis,1495
867,AMAZONAS,2,fa_u_dosis,1722
868,AMAZONAS,2,neumo_m12_ref,1503
869,AMAZONAS,2,vop_1er_ref,1429
870,AMAZONAS,2,dpt_1er_ref,1429
871,AMAZONAS,2,vop_2do_ref,1565
872,AMAZONAS,2,dpt_5an_2do_ref,1563
873,AMAZONAS,2,srp_5anosref,1539
874,AMAZONAS,2,tdap_unica_dosis_en_cada_embarazo,1023
875,ANTIOQUIA,2,bcg_dosis_unica,77253
876,ANTIOQUIA,2,hb_d_unica,75637
877,ANTIOQUIA,2,antipolio_1ras_dosis,75725
878,ANTIOQUIA,2,vop_3_dosis,72541
879,ANTIOQUIA,2,penta_1ras_dosis,75710
880,ANTIOQUIA,2,penta_2das_dosis,74658
881,ANTIOQUIA,2,penta_3ras_dosis,72677
882,ANTIOQUIA,2,rotavirus_1ra_dosis,71797
883,ANTIOQUIA,2,rotavirus_2da_dosis,69215
884,ANTIOQUIA,2,flu_1ra_dosis,59206
885,ANTIOQUIA,2,flu_2da_dosis,43281
886,ANTIOQUIA,2,neumo_1ra_dosis,76910
887,ANTIOQUIA,2,neumo_2da_dosis,78580
888,ANTIOQUIA,2,srp_u_dosis,75061
889,ANTIOQUIA,2,varicela_u_dosis,73825
890,ANTIOQUIA,2,fa_u_dosis,68955
891,ANTIOQUIA,2,neumo_m12_ref,76299
892,ANTIOQUIA,2,vop_1er_ref,69896
893,ANTIOQUIA,2,dpt_1er_ref,70119
894,ANTIOQUIA,2,vop_2do_ref,74774
895,ANTIOQUIA,2,dpt_5an_2do_ref,74870
896,ANTIOQUIA,2,srp_5anosref,74345
897,ANTIOQUIA,2,tdap_unica_dosis_en_cada_embarazo,67252
898,ARAUCA,2,bcg_dosis_unica,4768
899,ARAUCA,2,hb_d_unica,4617
900,ARAUCA,2,antipolio_1ras_dosis,4845
901,ARAUCA,2,vop_3_dosis,4738
902,ARAUCA,2,penta_1ras_dosis,4954
903,ARAUCA,2,penta_2das_dosis,4963
904,ARAUCA,2,penta_3ras_dosis,4766
905,ARAUCA,2,rotavirus_1ra_dosis,4695
906,ARAUCA,2,rotavirus_2da_dosis,4692
907,ARAUCA,2,flu_1ra_dosis,2747
908,ARAUCA,2,flu_2da_dosis,2302
909,ARAUCA,2,neumo_1ra_dosis,5298
910,ARAUCA,2,neumo_2da_dosis,5076
911,ARAUCA,2,srp_u_dosis,5044
912,ARAUCA,2,varicela_u_dosis,5098
913,ARAUCA,2,fa_u_dosis,5963
914,ARAUCA,2,neumo_m12_ref,4912
915,ARAUCA,2,vop_1er_ref,4346
916,ARAUCA,2,dpt_1er_ref,4350
917,ARAUCA,2,vop_2do_ref,4672
918,ARAUCA,2,dpt_5an_2do_ref,4690
919,ARAUCA,2,srp_5anosref,4662
920,ARAUCA,2,tdap_unica_dosis_en_cada_embarazo,4182
921,ATLANTICO,2,bcg_dosis_unica,20448
922,ATLANTICO,2,hb_d_unica,19028
923,ATLANTICO,2,antipolio_1ras_dosis,21142
924,ATLANTICO,2,vop_3_dosis,21741
925,ATLANTICO,2,penta_1ras_dosis,20308
926,ATLANTICO,2,penta_2das_dosis,20491
927,ATLANTICO,2,penta_3ras_dosis,20912
928,ATLANTICO,2,rotavirus_1ra_dosis,16953
929,ATLANTICO,2,rotavirus_2da_dosis,18944
930,ATLANTICO,2,flu_1ra_dosis,14566
931,ATLANTICO,2,flu_2da_dosis,9223
932,ATLANTICO,2,neumo_1ra_dosis,19214
933,ATLANTICO,2,neumo_2da_dosis,21075
934,ATLANTICO,2,srp_u_dosis,21280
935,ATLANTICO,2,varicela_u_dosis,20732
936,ATLANTICO,2,fa_u_dosis,21213
937,ATLANTICO,2,neumo_m12_ref,20125
938,ATLANTICO,2,vop_1er_ref,19633
939,ATLANTICO,2,dpt_1er_ref,19476
940,ATLANTICO,2,vop_2do_ref,21221
941,ATLANTICO,2,dpt_5an_2do_ref,21465
942,ATLANTICO,2,srp_5anosref,20874
943,ATLANTICO,2,tdap_unica_dosis_en_cada_embarazo,15155
944,BARRANQUILLA,2,bcg_dosis_unica,21887
945,BARRANQUILLA,2,hb_d_unica,20342
946,BARRANQUILLA,2,antipolio_1ras_dosis,21625
947,BARRANQUILLA,2,vop_3_dosis,21257
948,BARRANQUILLA,2,penta_1ras_dosis,21678
949,BARRANQUILLA,2,penta_2das_dosis,21293
950,BARRANQUILLA,2,penta_3ras_dosis,21174
951,BARRANQUILLA,2,rotavirus_1ra_dosis,21519
952,BARRANQUILLA,2,rotavirus_2da_dosis,20945
953,BARRANQUILLA,2,flu_1ra_dosis,18560
954,BARRANQUILLA,2,flu_2da_dosis,12331
955,BARRANQUILLA,2,neumo_1ra_dosis,22248
956,BARRANQUILLA,2,neumo_2da_dosis,21778
957,BARRANQUILLA,2,srp_u_dosis,21285
958,BARRANQUILLA,2,varicela_u_dosis,21262
959,BARRANQUILLA,2,fa_u_dosis,20800
960,BARRANQUILLA,2,neumo_m12_ref,21213
961,BARRANQUILLA,2,vop_1er_ref,21346
962,BARRANQUILLA,2,dpt_1er_ref,21333
963,BARRANQUILLA,2,vop_2do_ref,20723
964,BARRANQUILLA,2,dpt_5an_2do_ref,20756
965,BARRANQUILLA,2,srp_5anosref,20712
966,BARRANQUILLA,2,tdap_unica_dosis_en_cada_embarazo,18010
967,BOGOTA D.C.,2,bcg_dosis_unica,109138
968,BOGOTA D.C.,2,hb_d_unica,108130
969,BOGOTA D.C.,2,antipolio_1ras_dosis,92493
970,BOGOTA D.C.,2,vop_3_dosis,93060
971,BOGOTA D.C.,2,penta_1ras_dosis,92583
972,BOGOTA D.C.,2,penta_2das_dosis,93134
973,BOGOTA D.C.,2,penta_3ras_dosis,93048
974,BOGOTA D.C.,2,rotavirus_1ra_dosis,91199
975,BOGOTA D.C.,2,rotavirus_2da_dosis,91947
976,BOGOTA D.C.,2,flu_1ra_dosis,79922
977,BOGOTA D.C.,2,flu_2da_dosis,54908
978,BOGOTA D.C.,2,neumo_1ra_dosis,93180
979,BOGOTA D.C.,2,neumo_2da_dosis,95957
980,BOGOTA D.C.,2,srp_u_dosis,97298
981,BOGOTA D.C.,2,varicela_u_dosis,96302
982,BOGOTA D.C.,2,fa_u_dosis,86490
983,BOGOTA D.C.,2,neumo_m12_ref,97059
984,BOGOTA D.C.,2,vop_1er_ref,88295
985,BOGOTA D.C.,2,dpt_1er_ref,88338
986,BOGOTA D.C.,2,vop_2do_ref,91378
987,BOGOTA D.C.,2,dpt_5an_2do_ref,91438
988,BOGOTA D.C.,2,srp_5anosref,91929
989,BOGOTA D.C.,2,tdap_unica_dosis_en_cada_embarazo,86079
990,BOLIVAR,2,bcg_dosis_unica,10386
991,BOLIVAR,2,hb_d_unica,9600
992,BOLIVAR,2,antipolio_1ras_dosis,19042
993,BOLIVAR,2,vop_3_dosis,18169
994,BOLIVAR,2,penta_1ras_dosis,19049
995,BOLIVAR,2,penta_2das_dosis,18588
996,BOLIVAR,2,penta_3ras_dosis,18202
997,BOLIVAR,2,rotavirus_1ra_dosis,18224
998,BOLIVAR,2,rotavirus_2da_dosis,17791
999,BOLIVAR,2,flu_1ra_dosis,15093
1000,BOLIVAR,2,flu_2da_dosis,10293
1001,BOLIVAR,2,neumo_1ra_dosis,18546
1002,BOLIVAR,2,neumo_2da_dosis,18132
1003,BOLIVAR,2,srp_u_dosis,18336
1004,BOLIVAR,2,varicela_u_dosis,17581
1005,BOLIVAR,2,fa_u_dosis,17013
1006,BOLIVAR,2,neumo_m12_ref,17963
1007,BOLIVAR,2,vop_1er_ref,17931
1008,BOLIVAR,2,dpt_1er_ref,17836
1009,BOLIVAR,2,vop_2do_ref,20049
1010,BOLIVAR,2,dpt_5an_2do_ref,19930
1011,BOLIVAR,2,srp_5anosref,19739
1012,BOLIVAR,2,tdap_unica_dosis_en_cada_embarazo,16141
1013,CARTAGENA,2,bcg_dosis_unica,19908
1014,CARTAGENA,2,hb_d_unica,19783
1015,CARTAGENA,2,antipolio_1ras_dosis,18503
1016,CARTAGENA,2,vop_3_dosis,16788
1017,CARTAGENA,2,penta_1ras_dosis,18551
1018,CARTAGENA,2,penta_2das_dosis,17967
1019,CARTAGENA,2,penta_3ras_dosis,16785
1020,CARTAGENA,2,rotavirus_1ra_dosis,17876
1021,CARTAGENA,2,rotavirus_2da_dosis,17428
1022,CARTAGENA,2,flu_1ra_dosis,14261
1023,CARTAGENA,2,flu_2da_dosis,10171
1024,CARTAGENA,2,neumo_1ra_dosis,17891
1025,CARTAGENA,2,neumo_2da_dosis,16717
1026,CARTAGENA,2,srp_u_dosis,17790
1027,CARTAGENA,2,varicela_u_dosis,16993
1028,CARTAGENA,2,fa_u_dosis,15603
1029,CARTAGENA,2,neumo_m12_ref,16149
1030,CARTAGENA,2,vop_1er_ref,15744
1031,CARTAGENA,2,dpt_1er_ref,15845
1032,CARTAGENA,2,vop_2do_ref,16314
1033,CARTAGENA,2,dpt_5an_2do_ref,16291
1034,CARTAGENA,2,srp_5anosref,16482
1035,CARTAGENA,2,tdap_unica_dosis_en_cada_embarazo,15962
1036,BOYACA,2,bcg_dosis_unica,15080
1037,BOYACA,2,hb_d_unica,14992
1038,BOYACA,2,antipolio_1ras_dosis,15181
1039,BOYACA,2,vop_3_dosis,15205
1040,BOYACA,2,penta_1ras_dosis,15186
1041,BOYACA,2,penta_2das_dosis,15220
1042,BOYACA,2,penta_3ras_dosis,15204
1043,BOYACA,2,rotavirus_1ra_dosis,15052
1044,BOYACA,2,rotavirus_2da_dosis,15101
1045,BOYACA,2,flu_1ra_dosis,13258
1046,BOYACA,2,flu_2da_dosis,10539
1047,BOYACA,2,neumo_1ra_dosis,15218
1048,BOYACA,2,neumo_2da_dosis,15258
1049,BOYACA,2,srp_u_dosis,15675
1050,BOYACA,2,varicela_u_dosis,15645
1051,BOYACA,2,fa_u_dosis,15016
1052,BOYACA,2,neumo_m12_ref,15641
1053,BOYACA,2,vop_1er_ref,15129
1054,BOYACA,2,dpt_1er_ref,15141
1055,BOYACA,2,vop_2do_ref,16992
1056,BOYACA,2,dpt_5an_2do_ref,16997
1057,BOYACA,2,srp_5anosref,16989
1058,BOYACA,2,tdap_unica_dosis_en_cada_embarazo,13532
1059,CALDAS,2,bcg_dosis_unica,9410
1060,CALDAS,2,hb_d_unica,9500
1061,CALDAS,2,antipolio_1ras_dosis,9672
1062,CALDAS,2,vop_3_dosis,9769
1063,CALDAS,2,penta_1ras_dosis,9695
1064,CALDAS,2,penta_2das_dosis,9824
1065,CALDAS,2,penta_3ras_dosis,9803
1066,CALDAS,2,rotavirus_1ra_dosis,9371
1067,CALDAS,2,rotavirus_2da_dosis,9468
1068,CALDAS,2,flu_1ra_dosis,8539
1069,CALDAS,2,flu_2da_dosis,6565
1070,CALDAS,2,neumo_1ra_dosis,9385
1071,CALDAS,2,neumo_2da_dosis,9447
1072,CALDAS,2,srp_u_dosis,9652
1073,CALDAS,2,varicela_u_dosis,9671
1074,CALDAS,2,fa_u_dosis,9391
1075,CALDAS,2,neumo_m12_ref,9395
1076,CALDAS,2,vop_1er_ref,9466
1077,CALDAS,2,dpt_1er_ref,9706
1078,CALDAS,2,vop_2do_ref,9900
