departamentos,programatica1_ano,key_fecha,vaccine_header,doses_aplicadas,pct_cobertura
HUILA,21071,1,srp_5anosref,18914,0.9
HUILA,21071,1,tdap_unica_dosis_en_cada_embarazo,16957,0.8
LA GUAJIRA,21108,1,bcg_dosis_unica,18344,0.87
LA GUAJIRA,21108,1,hb_d_unica,16498,0.78
LA GUAJIRA,21108,1,antipolio_1ras_dosis,19252,0.91
LA GUAJIRA,21108,1,vop_3_dosis,16827,0.8
LA GUAJIRA,21108,1,penta_1ras_dosis,19322,0.92
LA GUAJIRA,21108,1,penta_2das_dosis,17577,0.83
LA GUAJIRA,21108,1,penta_3ras_dosis,16830,0.8
LA GUAJIRA,21108,1,rotavirus_1ra_dosis,16601,0.79
LA GUAJIRA,21108,1,rotavirus_2da_dosis,15802,0.75
LA GUAJIRA,21108,1,flu_1ra_dosis,14935,0.71
LA GUAJIRA,21108,1,flu_2da_dosis,9322,0.44
LA GUAJIRA,21108,1,neumo_1ra_dosis,18364,0.87
LA GUAJIRA,21108,1,neumo_2da_dosis,16448,0.78
LA GUAJIRA,21108,1,srp_u_dosis,18825,0.89
LA GUAJIRA,21108,1,varicela_u_dosis,18589,0.88
LA GUAJIRA,21108,1,fa_u_dosis,11865,0.56
LA GUAJIRA,21108,1,neumo_m12_ref,17216,0.82
LA GUAJIRA,21108,1,vop_1er_ref,14016,0.66
LA GUAJIRA,21108,1,dpt_1er_ref,14004,0.66
LA GUAJIRA,21108,1,vop_2do_ref,16384,0.78
LA GUAJIRA,21108,1,dpt_5an_2do_ref,16379,0.78
LA GUAJIRA,21108,1,srp_5anosref,16367,0.78
LA GUAJIRA,21108,1,tdap_unica_dosis_en_cada_embarazo,12975,0.61
MAGDALENA,18085,1,bcg_dosis_unica,13323,0.74
MAGDALENA,18085,1,hb_d_unica,13076,0.72
MAGDALENA,18085,1,antipolio_1ras_dosis,16325,0.9
MAGDALENA,18085,1,vop_3_dosis,16259,0.9
MAGDALENA,18085,1,penta_1ras_dosis,16327,0.9
MAGDALENA,18085,1,penta_2das_dosis,16408,0.91
MAGDALENA,18085,1,penta_3ras_dosis,16288,0.9
MAGDALENA,18085,1,rotavirus_1ra_dosis,15876,0.88
MAGDALENA,18085,1,rotavirus_2da_dosis,16135,0.89
MAGDALENA,18085,1,flu_1ra_dosis,12201,0.67
MAGDALENA,18085,1,flu_2da_dosis,8473,0.47
MAGDALENA,18085,1,neumo_1ra_dosis,16353,0.9
MAGDALENA,18085,1,neumo_2da_dosis,16408,0.91
MAGDALENA,18085,1,srp_u_dosis,17109,0.95
MAGDALENA,18085,1,varicela_u_dosis,16799,0.93
MAGDALENA,18085,1,fa_u_dosis,14574,0.81
MAGDALENA,18085,1,neumo_m12_ref,17010,0.94
MAGDALENA,18085,1,vop_1er_ref,16884,0.93
MAGDALENA,18085,1,dpt_1er_ref,16891,0.93
MAGDALENA,18085,1,vop_2do_ref,17398,0.96
MAGDALENA,18085,1,dpt_5an_2do_ref,17402,0.96
MAGDALENA,18085,1,srp_5anosref,17458,0.97
MAGDALENA,18085,1,tdap_unica_dosis_en_cada_embarazo,12245,0.68
SANTA MARTA,9036,1,bcg_dosis_unica,9296,1.03
SANTA MARTA,9036,1,hb_d_unica,9224,1.02
SANTA MARTA,9036,1,antipolio_1ras_dosis,8676,0.96
SANTA MARTA,9036,1,vop_3_dosis,7895,0.87
SANTA MARTA,9036,1,penta_1ras_dosis,8685,0.96
SANTA MARTA,9036,1,penta_2das_dosis,8362,0.93
SANTA MARTA,9036,1,penta_3ras_dosis,7902,0.87
SANTA MARTA,9036,1,rotavirus_1ra_dosis,8201,0.91
SANTA MARTA,9036,1,rotavirus_2da_dosis,8019,0.89
SANTA MARTA,9036,1,flu_1ra_dosis,7418,0.82
SANTA MARTA,9036,1,flu_2da_dosis,4951,0.55
SANTA MARTA,9036,1,neumo_1ra_dosis,8579,0.95
SANTA MARTA,9036,1,neumo_2da_dosis,8237,0.91
SANTA MARTA,9036,1,srp_u_dosis,8413,0.93
SANTA MARTA,9036,1,varicela_u_dosis,8027,0.89
SANTA MARTA,9036,1,fa_u_dosis,5599,0.62
SANTA MARTA,9036,1,neumo_m12_ref,8037,0.89
SANTA MARTA,9036,1,vop_1er_ref,7541,0.83
SANTA MARTA,9036,1,dpt_1er_ref,7546,0.84
SANTA MARTA,9036,1,vop_2do_ref,7322,0.81
SANTA MARTA,9036,1,dpt_5an_2do_ref,7317,0.81
SANTA MARTA,9036,1,srp_5anosref,7334,0.81
SANTA MARTA,9036,1,tdap_unica_dosis_en_cada_embarazo,6628,0.73
META,16994,1,bcg_dosis_unica,15762,0.93
META,16994,1,hb_d_unica,15328,0.9
META,16994,1,antipolio_1ras_dosis,15458,0.91
META,16994,1,vop_3_dosis,14953,0.88
META,16994,1,penta_1ras_dosis,15483,0.91
META,16994,1,penta_2das_dosis,15263,0.9
META,16994,1,penta_3ras_dosis,14910,0.88
META,16994,1,rotavirus_1ra_dosis,14833,0.87
META,16994,1,rotavirus_2da_dosis,14803,0.87
META,16994,1,flu_1ra_dosis,10773,0.63
META,16994,1,flu_2da_dosis,8137,0.48
META,16994,1,neumo_1ra_dosis,14815,0.87
META,16994,1,neumo_2da_dosis,14238,0.84
META,16994,1,srp_u_dosis,15788,0.93
META,16994,1,varicela_u_dosis,15360,0.9
META,16994,1,fa_u_dosis,19030,1.12
META,16994,1,neumo_m12_ref,13824,0.81
META,16994,1,vop_1er_ref,14458,0.85
META,16994,1,dpt_1er_ref,14479,0.85
META,16994,1,vop_2do_ref,14241,0.84
META,16994,1,dpt_5an_2do_ref,14221,0.84
META,16994,1,srp_5anosref,14099,0.83
META,16994,1,tdap_unica_dosis_en_cada_embarazo,11810,0.69
NARIÑO,21816,1,bcg_dosis_unica,19170,0.88
NARIÑO,21816,1,hb_d_unica,18709,0.86
NARIÑO,21816,1,antipolio_1ras_dosis,19403,0.89
NARIÑO,21816,1,vop_3_dosis,19156,0.88
NARIÑO,21816,1,penta_1ras_dosis,19397,0.89
NARIÑO,21816,1,penta_2das_dosis,19258,0.88
NARIÑO,21816,1,penta_3ras_dosis,19167,0.88
NARIÑO,21816,1,rotavirus_1ra_dosis,18914,0.87
NARIÑO,21816,1,rotavirus_2da_dosis,18928,0.87
NARIÑO,21816,1,flu_1ra_dosis,11664,0.53
NARIÑO,21816,1,flu_2da_dosis,9500,0.44
NARIÑO,21816,1,neumo_1ra_dosis,19264,0.88
NARIÑO,21816,1,neumo_2da_dosis,19064,0.87
NARIÑO,21816,1,srp_u_dosis,20010,0.92
NARIÑO,21816,1,varicela_u_dosis,19900,0.91
NARIÑO,21816,1,fa_u_dosis,16617,0.76
NARIÑO,21816,1,neumo_m12_ref,19562,0.9
NARIÑO,21816,1,vop_1er_ref,18613,0.85
NARIÑO,21816,1,dpt_1er_ref,18604,0.85
NARIÑO,21816,1,vop_2do_ref,20453,0.94
NARIÑO,21816,1,dpt_5an_2do_ref,20439,0.94
NARIÑO,21816,1,srp_5anosref,20499,0.94
NARIÑO,21816,1,tdap_unica_dosis_en_cada_embarazo,15889,0.73
NORTE DE SANTANDER,23929,1,bcg_dosis_unica,21100,0.88
NORTE DE SANTANDER,23929,1,hb_d_unica,20706,0.87
NORTE DE SANTANDER,23929,1,antipolio_1ras_dosis,21869,0.91
NORTE DE SANTANDER,23929,1,vop_3_dosis,22384,0.94
NORTE DE SANTANDER,23929,1,penta_1ras_dosis,21846,0.91
NORTE DE SANTANDER,23929,1,penta_2das_dosis,21831,0.91
NORTE DE SANTANDER,23929,1,penta_3ras_dosis,22457,0.94
NORTE DE SANTANDER,23929,1,rotavirus_1ra_dosis,21193,0.89
NORTE DE SANTANDER,23929,1,rotavirus_2da_dosis,21332,0.89
NORTE DE SANTANDER,23929,1,flu_1ra_dosis,19312,0.81
NORTE DE SANTANDER,23929,1,flu_2da_dosis,12809,0.54
NORTE DE SANTANDER,23929,1,neumo_1ra_dosis,22179,0.93
NORTE DE SANTANDER,23929,1,neumo_2da_dosis,21010,0.88
NORTE DE SANTANDER,23929,1,srp_u_dosis,22742,0.95
NORTE DE SANTANDER,23929,1,varicela_u_dosis,22800,0.95
NORTE DE SANTANDER,23929,1,fa_u_dosis,16845,0.7
NORTE DE SANTANDER,23929,1,neumo_m12_ref,21771,0.91
NORTE DE SANTANDER,23929,1,vop_1er_ref,19466,0.81
NORTE DE SANTANDER,23929,1,dpt_1er_ref,19577,0.82
NORTE DE SANTANDER,23929,1,vop_2do_ref,21212,0.89
NORTE DE SANTANDER,23929,1,dpt_5an_2do_ref,21408,0.89
NORTE DE SANTANDER,23929,1,srp_5anosref,21362,0.89
NORTE DE SANTANDER,23929,1,tdap_unica_dosis_en_cada_embarazo,17543,0.73
PUTUMAYO,5544,1,bcg_dosis_unica,4139,0.75
PUTUMAYO,5544,1,hb_d_unica,4009,0.72
PUTUMAYO,5544,1,antipolio_1ras_dosis,4614,0.83
PUTUMAYO,5544,1,vop_3_dosis,4692,0.85
PUTUMAYO,5544,1,penta_1ras_dosis,4615,0.83
PUTUMAYO,5544,1,penta_2das_dosis,4657,0.84
PUTUMAYO,5544,1,penta_3ras_dosis,4691,0.85
PUTUMAYO,5544,1,rotavirus_1ra_dosis,4459,0.8
PUTUMAYO,5544,1,rotavirus_2da_dosis,4553,0.82
PUTUMAYO,5544,1,flu_1ra_dosis,3344,0.6
PUTUMAYO,5544,1,flu_2da_dosis,2735,0.49
PUTUMAYO,5544,1,neumo_1ra_dosis,4612,0.83
PUTUMAYO,5544,1,neumo_2da_dosis,4663,0.84
PUTUMAYO,5544,1,srp_u_dosis,4918,0.89
PUTUMAYO,5544,1,varicela_u_dosis,4834,0.87
PUTUMAYO,5544,1,fa_u_dosis,4248,0.77
PUTUMAYO,5544,1,neumo_m12_ref,4831,0.87
PUTUMAYO,5544,1,vop_1er_ref,4573,0.82
PUTUMAYO,5544,1,dpt_1er_ref,4577,0.83
PUTUMAYO,5544,1,vop_2do_ref,4933,0.89
PUTUMAYO,5544,1,dpt_5an_2do_ref,4931,0.89
PUTUMAYO,5544,1,srp_5anosref,4945,0.89
PUTUMAYO,5544,1,tdap_unica_dosis_en_cada_embarazo,3611,0.65
QUINDIO,5981,1,bcg_dosis_unica,6086,1.02
QUINDIO,5981,1,hb_d_unica,6051,1.01
QUINDIO,5981,1,antipolio_1ras_dosis,5777,0.97
QUINDIO,5981,1,vop_3_dosis,5720,0.96
QUINDIO,5981,1,penta_1ras_dosis,5779,0.97
QUINDIO,5981,1,penta_2das_dosis,5785,0.97
QUINDIO,5981,1,penta_3ras_dosis,5715,0.96
QUINDIO,5981,1,rotavirus_1ra_dosis,5767,0.96
QUINDIO,5981,1,rotavirus_2da_dosis,5766,0.96
QUINDIO,5981,1,flu_1ra_dosis,5051,0.84
QUINDIO,5981,1,flu_2da_dosis,3760,0.63
QUINDIO,5981,1,neumo_1ra_dosis,5837,0.98
QUINDIO,5981,1,neumo_2da_dosis,5823,0.97
QUINDIO,5981,1,srp_u_dosis,5942,0.99
QUINDIO,5981,1,varicela_u_dosis,5906,0.99
QUINDIO,5981,1,fa_u_dosis,5313,0.89
QUINDIO,5981,1,neumo_m12_ref,5954,1.0
QUINDIO,5981,1,vop_1er_ref,5853,0.98
QUINDIO,5981,1,dpt_1er_ref,5864,0.98
QUINDIO,5981,1,vop_2do_ref,5988,1.0
QUINDIO,5981,1,dpt_5an_2do_ref,5973,1.0
QUINDIO,5981,1,srp_5anosref,5884,0.98
QUINDIO,5981,1,tdap_unica_dosis_en_cada_embarazo,5100,0.85
RISARALDA,11369,1,bcg_dosis_unica,11320,1.0
RISARALDA,11369,1,hb_d_unica,11208,0.99
RISARALDA,11369,1,antipolio_1ras_dosis,10724,0.94
RISARALDA,11369,1,vop_3_dosis,10715,0.94
RISARALDA,11369,1,penta_1ras_dosis,10797,0.95
RISARALDA,11369,1,penta_2das_dosis,10667,0.94
RISARALDA,11369,1,penta_3ras_dosis,10717,0.94
RISARALDA,11369,1,rotavirus_1ra_dosis,10649,0.94
RISARALDA,11369,1,rotavirus_2da_dosis,10583,0.93
RISARALDA,11369,1,flu_1ra_dosis,8354,0.73
RISARALDA,11369,1,flu_2da_dosis,6714,0.59
RISARALDA,11369,1,neumo_1ra_dosis,10707,0.94
RISARALDA,11369,1,neumo_2da_dosis,10418,0.92
RISARALDA,11369,1,srp_u_dosis,10903,0.96
RISARALDA,11369,1,varicela_u_dosis,10774,0.95
RISARALDA,11369,1,fa_u_dosis,7988,0.7
RISARALDA,11369,1,neumo_m12_ref,10631,0.94
RISARALDA,11369,1,vop_1er_ref,10636,0.94
RISARALDA,11369,1,dpt_1er_ref,10628,0.93
RISARALDA,11369,1,vop_2do_ref,11281,0.99
RISARALDA,11369,1,dpt_5an_2do_ref,11242,0.99
RISARALDA,11369,1,srp_5anosref,11065,0.97
RISARALDA,11369,1,tdap_unica_dosis_en_cada_embarazo,9481,0.83
SAN ANDRES ISLA,909,1,bcg_dosis_unica,835,0.92
SAN ANDRES ISLA,909,1,hb_d_unica,831,0.91
SAN ANDRES ISLA,909,1,antipolio_1ras_dosis,863,0.95
SAN ANDRES ISLA,909,1,vop_3_dosis,801,0.88
SAN ANDRES ISLA,909,1,penta_1ras_dosis,864,0.95
SAN ANDRES ISLA,909,1,penta_2das_dosis,858,0.94
SAN ANDRES ISLA,909,1,penta_3ras_dosis,800,0.88
SAN ANDRES ISLA,909,1,rotavirus_1ra_dosis,852,0.94
SAN ANDRES ISLA,909,1,rotavirus_2da_dosis,847,0.93
SAN ANDRES ISLA,909,1,flu_1ra_dosis,496,0.55
SAN ANDRES ISLA,909,1,flu_2da_dosis,341,0.38
SAN ANDRES ISLA,909,1,neumo_1ra_dosis,863,0.95
SAN ANDRES ISLA,909,1,neumo_2da_dosis,853,0.94
SAN ANDRES ISLA,909,1,srp_u_dosis,834,0.92
SAN ANDRES ISLA,909,1,varicela_u_dosis,820,0.9
SAN ANDRES ISLA,909,1,fa_u_dosis,734,0.81
SAN ANDRES ISLA,909,1,neumo_m12_ref,826,0.91
SAN ANDRES ISLA,909,1,vop_1er_ref,862,0.95
SAN ANDRES ISLA,909,1,dpt_1er_ref,857,0.94
SAN ANDRES ISLA,909,1,vop_2do_ref,776,0.85
SAN ANDRES ISLA,909,1,dpt_5an_2do_ref,773,0.85
SAN ANDRES ISLA,909,1,srp_5anosref,771,0.85
SAN ANDRES ISLA,909,1,tdap_unica_dosis_en_cada_embarazo,727,0.8
SANTANDER,33241,1,bcg_dosis_unica,27003,0.81
SANTANDER,33241,1,hb_d_unica,26268,0.79
SANTANDER,33241,1,antipolio_1ras_dosis,30172,0.91
SANTANDER,33241,1,vop_3_dosis,30209,0.91
SANTANDER,33241,1,penta_1ras_dosis,30709,0.92
SANTANDER,33241,1,penta_2das_dosis,30129,0.91
SANTANDER,33241,1,penta_3ras_dosis,30051,0.9
SANTANDER,33241,1,rotavirus_1ra_dosis,30076,0.9
SANTANDER,33241,1,rotavirus_2da_dosis,30235,0.91
SANTANDER,33241,1,flu_1ra_dosis,26603,0.8
SANTANDER,33241,1,flu_2da_dosis,20577,0.62
SANTANDER,33241,1,neumo_1ra_dosis,30234,0.91
SANTANDER,33241,1,neumo_2da_dosis,30340,0.91
SANTANDER,33241,1,srp_u_dosis,30904,0.93
SANTANDER,33241,1,varicela_u_dosis,30238,0.91
SANTANDER,33241,1,fa_u_dosis,24137,0.73
SANTANDER,33241,1,neumo_m12_ref,29581,0.89
SANTANDER,33241,1,vop_1er_ref,28169,0.85
SANTANDER,33241,1,dpt_1er_ref,28381,0.85
SANTANDER,33241,1,vop_2do_ref,28097,0.85
SANTANDER,33241,1,dpt_5an_2do_ref,28395,0.85
SANTANDER,33241,1,srp_5anosref,27129,0.82
SANTANDER,33241,1,tdap_unica_dosis_en_cada_embarazo,25293,0.76
SUCRE,16424,1,bcg_dosis_unica,13778,0.84
SUCRE,16424,1,hb_d_unica,13647,0.83
SUCRE,16424,1,antipolio_1ras_dosis,14398,0.88
SUCRE,16424,1,vop_3_dosis,14144,0.86
SUCRE,16424,1,penta_1ras_dosis,14414,0.88
SUCRE,16424,1,penta_2das_dosis,14276,0.87
SUCRE,16424,1,penta_3ras_dosis,14156,0.86
SUCRE,16424,1,rotavirus_1ra_dosis,14107,0.86
SUCRE,16424,1,rotavirus_2da_dosis,14009,0.85
SUCRE,16424,1,flu_1ra_dosis,9361,0.57
SUCRE,16424,1,flu_2da_dosis,8074,0.49
SUCRE,16424,1,neumo_1ra_dosis,14353,0.87
SUCRE,16424,1,neumo_2da_dosis,14221,0.87
SUCRE,16424,1,srp_u_dosis,14498,0.88
SUCRE,16424,1,varicela_u_dosis,14224,0.87
SUCRE,16424,1,fa_u_dosis,12438,0.76
SUCRE,16424,1,neumo_m12_ref,14357,0.87
SUCRE,16424,1,vop_1er_ref,14546,0.89
SUCRE,16424,1,dpt_1er_ref,14538,0.89
SUCRE,16424,1,vop_2do_ref,15546,0.95
SUCRE,16424,1,dpt_5an_2do_ref,15552,0.95
SUCRE,16424,1,srp_5anosref,15525,0.95
SUCRE,16424,1,tdap_unica_dosis_en_cada_embarazo,12348,0.75
TOLIMA,19693,1,bcg_dosis_unica,16056,0.82
TOLIMA,19693,1,hb_d_unica,15716,0.8
TOLIMA,19693,1,antipolio_1ras_dosis,17276,0.88
TOLIMA,19693,1,vop_3_dosis,17086,0.87
TOLIMA,19693,1,penta_1ras_dosis,17299,0.88
TOLIMA,19693,1,penta_2das_dosis,17194,0.87
TOLIMA,19693,1,penta_3ras_dosis,17074,0.87
TOLIMA,19693,1,rotavirus_1ra_dosis,17118,0.87
TOLIMA,19693,1,rotavirus_2da_dosis,16999,0.86
TOLIMA,19693,1,flu_1ra_dosis,15150,0.77
TOLIMA,19693,1,flu_2da_dosis,9971,0.51
TOLIMA,19693,1,neumo_1ra_dosis,17058,0.87
TOLIMA,19693,1,neumo_2da_dosis,16940,0.86
TOLIMA,19693,1,srp_u_dosis,17199,0.87
TOLIMA,19693,1,varicela_u_dosis,16981,0.86
TOLIMA,19693,1,fa_u_dosis,12960,0.66
TOLIMA,19693,1,neumo_m12_ref,16742,0.85
TOLIMA,19693,1,vop_1er_ref,16342,0.83
TOLIMA,19693,1,dpt_1er_ref,16198,0.82
TOLIMA,19693,1,vop_2do_ref,17351,0.88
TOLIMA,19693,1,dpt_5an_2do_ref,17013,0.86
TOLIMA,19693,1,srp_5anosref,17067,0.87
TOLIMA,19693,1,tdap_unica_dosis_en_cada_embarazo,13311,0.68
VALLE DEL CAUCA,57615,1,bcg_dosis_unica,50417,0.88
VALLE DEL CAUCA,57615,1,hb_d_unica,49517,0.86
VALLE DEL CAUCA,57615,1,antipolio_1ras_dosis,56223,0.98
VALLE DEL CAUCA,57615,1,vop_3_dosis,55938,0.97
VALLE DEL CAUCA,57615,1,penta_1ras_dosis,55708,0.97
VALLE DEL CAUCA,57615,1,penta_2das_dosis,55989,0.97
VALLE DEL CAUCA,57615,1,penta_3ras_dosis,55910,0.97
VALLE DEL CAUCA,57615,1,rotavirus_1ra_dosis,55542,0.96
VALLE DEL CAUCA,57615,1,rotavirus_2da_dosis,55645,0.97
VALLE DEL CAUCA,57615,1,flu_1ra_dosis,42009,0.73
VALLE DEL CAUCA,57615,1,flu_2da_dosis,26467,0.46
VALLE DEL CAUCA,57615,1,neumo_1ra_dosis,55583,0.96
VALLE DEL CAUCA,57615,1,neumo_2da_dosis,55879,0.97
VALLE DEL CAUCA,57615,1,srp_u_dosis,55339,0.96
VALLE DEL CAUCA,57615,1,varicela_u_dosis,55572,0.96
VALLE DEL CAUCA,57615,1,fa_u_dosis,51520,0.89
VALLE DEL CAUCA,57615,1,neumo_m12_ref,55249,0.96
VALLE DEL CAUCA,57615,1,vop_1er_ref,54214,0.94
VALLE DEL CAUCA,57615,1,dpt_1er_ref,54194,0.94
VALLE DEL CAUCA,57615,1,vop_2do_ref,56196,0.98
VALLE DEL CAUCA,57615,1,dpt_5an_2do_ref,56141,0.97
VALLE DEL CAUCA,57615,1,srp_5anosref,56013,0.97
VALLE DEL CAUCA,57615,1,tdap_unica_dosis_en_cada_embarazo,39126,0.68
BUENAVENTURA,6213,1,bcg_dosis_unica,4707,0.76
BUENAVENTURA,6213,1,hb_d_unica,4487,0.72
BUENAVENTURA,6213,1,antipolio_1ras_dosis,4770,0.77
BUENAVENTURA,6213,1,vop_3_dosis,4133,0.67
BUENAVENTURA,6213,1,penta_1ras_dosis,4789,0.77
BUENAVENTURA,6213,1,penta_2das_dosis,4520,0.73
BUENAVENTURA,6213,1,penta_3ras_dosis,4135,0.67
BUENAVENTURA,6213,1,rotavirus_1ra_dosis,4243,0.68
BUENAVENTURA,6213,1,rotavirus_2da_dosis,4096,0.66
BUENAVENTURA,6213,1,flu_1ra_dosis,3956,0.64
BUENAVENTURA,6213,1,flu_2da_dosis,2664,0.43
BUENAVENTURA,6213,1,neumo_1ra_dosis,4783,0.77
BUENAVENTURA,6213,1,neumo_2da_dosis,4464,0.72
BUENAVENTURA,6213,1,srp_u_dosis,4816,0.78
BUENAVENTURA,6213,1,varicela_u_dosis,4693,0.76
BUENAVENTURA,6213,1,fa_u_dosis,2928,0.47
BUENAVENTURA,6213,1,neumo_m12_ref,4583,0.74
BUENAVENTURA,6213,1,vop_1er_ref,3752,0.6
BUENAVENTURA,6213,1,dpt_1er_ref,3789,0.61
BUENAVENTURA,6213,1,vop_2do_ref,4913,0.79
BUENAVENTURA,6213,1,dpt_5an_2do_ref,4900,0.79
BUENAVENTURA,6213,1,srp_5anosref,4829,0.78
BUENAVENTURA,6213,1,tdap_unica_dosis_en_cada_embarazo,3814,0.61
VAUPES,878,1,bcg_dosis_unica,748,0.85
VAUPES,878,1,hb_d_unica,486,0.55
VAUPES,878,1,antipolio_1ras_dosis,747,0.85
VAUPES,878,1,vop_3_dosis,586,0.67
VAUPES,878,1,penta_1ras_dosis,744,0.85
VAUPES,878,1,penta_2das_dosis,696,0.79
VAUPES,878,1,penta_3ras_dosis,594,0.68
VAUPES,878,1,rotavirus_1ra_dosis,519,0.59
VAUPES,878,1,rotavirus_2da_dosis,540,0.62
VAUPES,878,1,flu_1ra_dosis,342,0.39
VAUPES,878,1,flu_2da_dosis,184,0.21
VAUPES,878,1,neumo_1ra_dosis,777,0.88
VAUPES,878,1,neumo_2da_dosis,706,0.8
VAUPES,878,1,srp_u_dosis,814,0.93
VAUPES,878,1,varicela_u_dosis,775,0.88
VAUPES,878,1,fa_u_dosis,850,0.97
VAUPES,878,1,neumo_m12_ref,774,0.88
VAUPES,878,1,vop_1er_ref,533,0.61
VAUPES,878,1,dpt_1er_ref,533,0.61
VAUPES,878,1,vop_2do_ref,763,0.87
VAUPES,878,1,dpt_5an_2do_ref,759,0.86
VAUPES,878,1,srp_5anosref,742,0.85
VAUPES,878,1,tdap_unica_dosis_en_cada_embarazo,434,0.49
VICHADA,1875,1,bcg_dosis_unica,1286,0.69
VICHADA,1875,1,hb_d_unica,843,0.45
VICHADA,1875,1,antipolio_1ras_dosis,1903,1.01
VICHADA,1875,1,vop_3_dosis,1156,0.62
VICHADA,1875,1,penta_1ras_dosis,1900,1.01
VICHADA,1875,1,penta_2das_dosis,1535,0.82
VICHADA,1875,1,penta_3ras_dosis,1159,0.62
VICHADA,1875,1,rotavirus_1ra_dosis,1249,0.67
VICHADA,1875,1,rotavirus_2da_dosis,1136,0.61
VICHADA,1875,1,flu_1ra_dosis,1116,0.6
VICHADA,1875,1,flu_2da_dosis,541,0.29
VICHADA,1875,1,neumo_1ra_dosis,1842,0.98
VICHADA,1875,1,neumo_2da_dosis,1430,0.76
VICHADA,1875,1,srp_u_dosis,1910,1.02
VICHADA,1875,1,varicela_u_dosis,1769,0.94
VICHADA,1875,1,fa_u_dosis,1158,0.62
VICHADA,1875,1,neumo_m12_ref,1480,0.79
VICHADA,1875,1,vop_1er_ref,1093,0.58
VICHADA,1875,1,dpt_1er_ref,1094,0.58
VICHADA,1875,1,vop_2do_ref,1269,0.68
VICHADA,1875,1,dpt_5an_2do_ref,1272,0.68
VICHADA,1875,1,srp_5anosref,1285,0.69
VICHADA,1875,1,tdap_unica_dosis_en_cada_embarazo,1093,0.58
AMAZONAS,1786,2,bcg_dosis_unica,1571,0.88
AMAZONAS,1786,2,hb_d_unica,1408,0.79
AMAZONAS,1786,2,antipolio_1ras_dosis,1548,0.87
AMAZONAS,1786,2,vop_3_dosis,1482,0.83
AMAZONAS,1786,2,penta_1ras_dosis,1554,0.87
AMAZONAS,1786,2,penta_2das_dosis,1573,0.88
AMAZONAS,1786,2,penta_3ras_dosis,1484,0.83
AMAZONAS,1786,2,rotavirus_1ra_dosis,1458,0.82
AMAZONAS,1786,2,rotavirus_2da_dosis,1469,0.82
AMAZONAS,1786,2,flu_1ra_dosis,1315,0.74
AMAZONAS,1786,2,flu_2da_dosis,934,0.52
AMAZONAS,1786,2,neumo_1ra_dosis,1569,0.88
AMAZONAS,1786,2,neumo_2da_dosis,1570,0.88
AMAZONAS,1786,2,srp_u_dosis,1532,0.86
AMAZONAS,1786,2,varicela_u_dosis,1495,0.84
AMAZONAS,1786,2,fa_u_dosis,1722,0.96
AMAZONAS,1786,2,neumo_m12_ref,1503,0.84
AMAZONAS,1786,2,vop_1er_ref,1429,0.8
AMAZONAS,1786,2,dpt_1er_ref,1429,0.8
AMAZONAS,1786,2,vop_2do_ref,1565,0.88
AMAZONAS,1786,2,dpt_5an_2do_ref,1563,0.88
AMAZONAS,1786,2,srp_5anosref,1539,0.86
AMAZONAS,1786,2,tdap_unica_dosis_en_cada_embarazo,1023,0.57
ANTIOQUIA,79524,2,bcg_dosis_unica,77253,0.97
ANTIOQUIA,79524,2,hb_d_unica,75637,0.95
ANTIOQUIA,79524,2,antipolio_1ras_dosis,75725,0.95
ANTIOQUIA,79524,2,vop_3_dosis,72541,0.91
ANTIOQUIA,79524,2,penta_1ras_dosis,75710,0.95
ANTIOQUIA,79524,2,penta_2das_dosis,74658,0.94
ANTIOQUIA,79524,2,penta_3ras_dosis,72677,0.91
ANTIOQUIA,79524,2,rotavirus_1ra_dosis,71797,0.9
ANTIOQUIA,79524,2,rotavirus_2da_dosis,69215,0.87
ANTIOQUIA,79524,2,flu_1ra_dosis,59206,0.74
ANTIOQUIA,79524,2,flu_2da_dosis,43281,0.54
ANTIOQUIA,79524,2,neumo_1ra_dosis,76910,0.97
ANTIOQUIA,79524,2,neumo_2da_dosis,78580,0.99
ANTIOQUIA,79524,2,srp_u_dosis,75061,0.94
ANTIOQUIA,79524,2,varicela_u_dosis,73825,0.93
ANTIOQUIA,79524,2,fa_u_dosis,68955,0.87
ANTIOQUIA,79524,2,neumo_m12_ref,76299,0.96
ANTIOQUIA,79524,2,vop_1er_ref,69896,0.88
ANTIOQUIA,79524,2,dpt_1er_ref,70119,0.88
ANTIOQUIA,79524,2,vop_2do_ref,74774,0.94
ANTIOQUIA,79524,2,dpt_5an_2do_ref,74870,0.94
ANTIOQUIA,79524,2,srp_5anosref,74345,0.93
ANTIOQUIA,79524,2,tdap_unica_dosis_en_cada_embarazo,67252,0.85
ARAUCA,4542,2,bcg_dosis_unica,4768,1.05
ARAUCA,4542,2,hb_d_unica,4617,1.02
ARAUCA,4542,2,antipolio_1ras_dosis,4845,1.07
ARAUCA,4542,2,vop_3_dosis,4738,1.04
ARAUCA,4542,2,penta_1ras_dosis,4954,1.09
ARAUCA,4542,2,penta_2das_dosis,4963,1.09
ARAUCA,4542,2,penta_3ras_dosis,4766,1.05
ARAUCA,4542,2,rotavirus_1ra_dosis,4695,1.03
ARAUCA,4542,2,rotavirus_2da_dosis,4692,1.03
ARAUCA,4542,2,flu_1ra_dosis,2747,0.6
